"","age","gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","info_date","info_time"
"838",34,"male","australia","na","no","no","no","sometimes","more than 1000","no","yes","yes","yes","yes","yes","yes","very easy","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"839",34,"male","united states","il","no","yes","yes","sometimes","26-100","yes","no","yes","no","no","no","don't know","don't know","maybe","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"840",34,"male","united states","nh","no","yes","yes","sometimes","26-100","yes","yes","yes","yes","no","no","don't know","don't know","maybe","no","some of them","some of them","no","yes","don't know","yes",1970-01-01,"11:37:58"
"841",34,"male","united states","ca","yes","yes","yes","sometimes","44372","no","yes","no","yes","no","no","yes","somewhat easy","no","no","some of them","some of them","no","no","no","no",1970-01-01,"11:37:59"
"842",34,"female","united states","ca","no","no","yes","sometimes","100-500","yes","yes","yes","yes","no","don't know","don't know","somewhat easy","maybe","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:59"
"843",34,"female","australia","na","no","yes","no","never","500-1000","no","no","don't know","no","yes","yes","don't know","don't know","yes","maybe","no","no","no","no","don't know","yes",1970-01-01,"11:37:59"
"844",34,"male","united kingdom","na","no","no","no","na","44372","no","yes","no","no","no","no","don't know","somewhat easy","maybe","maybe","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"845",34,"male","germany","na","no","no","no","rarely","26-100","no","yes","no","no","no","no","yes","somewhat easy","maybe","maybe","no","some of them","maybe","maybe","yes","no",1970-01-01,"11:37:59"
"846",34,"male","united kingdom","na","no","yes","yes","sometimes","more than 1000","no","yes","don't know","not sure","don't know","don't know","yes","very easy","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:59"
"847",34,"male","united states","fl","no","no","no","na","more than 1000","yes","yes","don't know","not sure","don't know","don't know","don't know","don't know","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:59"
"848",34,"male","united states","tx","no","no","yes","sometimes","44201","no","yes","no","no","no","no","don't know","don't know","yes","no","no","no","no","yes","don't know","no",1970-01-01,"11:37:59"
"849",34,"male","united states","tn","no","no","yes","sometimes","100-500","no","yes","don't know","no","yes","don't know","yes","don't know","maybe","no","some of them","no","no","no","don't know","no",1970-01-01,"11:37:59"
"850",34,"male","united kingdom","na","no","no","no","na","44372","yes","yes","no","no","no","no","no","somewhat difficult","yes","maybe","no","no","no","yes","no","yes",1970-01-01,"11:37:59"
"851",34,"male","germany","na","yes","no","yes","sometimes","44201","yes","yes","no","not sure","no","no","yes","somewhat difficult","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"852",34,"male","united kingdom","na","yes","no","yes","sometimes","44201","yes","yes","no","no","no","no","yes","somewhat difficult","no","no","some of them","some of them","no","no","yes","no",1970-01-01,"11:37:59"
"853",34,"male","united states","tx","no","no","no","often","44201","no","yes","don't know","no","no","yes","don't know","very easy","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:59"
"854",34,"male","netherlands","na","no","no","yes","rarely","26-100","no","yes","no","yes","no","no","yes","very easy","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:38:00"
"855",34,"male","netherlands","na","yes","yes","yes","rarely","44201","yes","yes","yes","yes","yes","yes","yes","very easy","no","no","yes","some of them","no","maybe","yes","no",1970-01-01,"11:38:00"
"856",34,"female","united kingdom","na","no","yes","yes","often","26-100","yes","no","yes","yes","no","yes","no","somewhat easy","yes","yes","some of them","no","no","no","don't know","no",1970-01-01,"11:38:00"
"857",34,"male","united states","pa","no","yes","yes","often","100-500","no","yes","yes","yes","no","no","yes","very easy","no","no","yes","yes","maybe","maybe","don't know","no",1970-01-01,"11:38:00"
"858",34,"male","united kingdom","na","no","no","no","never","500-1000","no","yes","don't know","no","no","don't know","don't know","very easy","maybe","no","yes","yes","no","no","yes","no",1970-01-01,"11:38:00"
"859",34,"male","united states","sd","no","no","no","sometimes","100-500","no","yes","don't know","no","no","no","don't know","don't know","yes","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:38:00"
"860",34,"male","united states","in","no","no","no","na","more than 1000","no","no","yes","not sure","yes","don't know","don't know","don't know","maybe","maybe","some of them","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"861",34,"female","united states","ca","no","no","no","sometimes","44201","no","yes","no","not sure","no","no","don't know","very easy","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:38:00"
"862",34,"male","united states","nj","no","no","no","never","44372","yes","yes","yes","not sure","don't know","don't know","don't know","somewhat easy","maybe","maybe","no","some of them","no","maybe","don't know","no",1970-01-01,"11:38:00"
"863",34,"male","greece","na","no","no","no","na","26-100","yes","yes","no","no","no","no","don't know","very difficult","yes","maybe","some of them","no","no","maybe","no","no",1970-01-01,"11:38:00"
"864",34,"female","canada","na","no","yes","yes","often","26-100","no","no","don't know","no","yes","don't know","don't know","somewhat easy","no","no","some of them","some of them","no","no","yes","no",1970-01-01,"11:38:00"
"865",34,"male","united states","vt","no","no","no","never","44201","yes","yes","no","yes","no","no","don't know","don't know","yes","yes","no","no","no","no","don't know","no",1970-01-01,"11:38:01"
"866",34,"female","united kingdom","na","no","yes","no","rarely","26-100","no","no","yes","yes","yes","yes","yes","very easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:38:04"
"867",34,"male","poland","na","no","no","no","never","more than 1000","yes","yes","don't know","not sure","no","no","don't know","don't know","maybe","no","some of them","some of them","no","yes","don't know","no",1970-01-01,"11:38:10"
"868",35,"female","united states","mi","na","yes","yes","sometimes","44201","yes","yes","no","no","no","no","no","somewhat difficult","maybe","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"869",35,"male","united states","tn","no","yes","yes","sometimes","more than 1000","no","no","yes","yes","no","don't know","no","very easy","yes","no","some of them","yes","no","yes","no","no",1970-01-01,"11:37:58"
"870",35,"female","united states","ca","no","yes","yes","rarely","44372","yes","yes","yes","yes","don't know","don't know","don't know","don't know","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"871",35,"male","united states","tx","no","no","yes","rarely","more than 1000","yes","yes","yes","yes","no","yes","yes","very easy","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"872",35,"male","united states","mi","no","no","no","na","more than 1000","yes","yes","yes","not sure","don't know","yes","don't know","somewhat difficult","yes","yes","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"873",35,"male","canada","na","no","no","no","sometimes","44372","no","yes","don't know","no","no","no","don't know","somewhat easy","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"874",35,"male","united states","mo","no","yes","no","rarely","44372","no","yes","yes","not sure","no","no","yes","somewhat easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"875",35,"male","united states","or","no","yes","yes","sometimes","26-100","yes","yes","don't know","not sure","no","no","don't know","somewhat easy","no","no","some of them","yes","no","maybe","no","no",1970-01-01,"11:37:58"
"876",35,"male","united states","co","no","no","no","na","26-100","yes","yes","don't know","not sure","no","don't know","don't know","don't know","no","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"877",35,"male","united states","tx","no","no","no","never","26-100","yes","no","don't know","not sure","don't know","don't know","don't know","don't know","yes","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"878",35,"female","united states","ca","no","yes","yes","never","more than 1000","no","yes","yes","not sure","don't know","no","yes","somewhat easy","maybe","no","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"879",35,"male","united states","ca","no","no","yes","rarely","44372","no","yes","no","no","no","no","yes","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"880",35,"female","united states","ny","no","no","no","never","500-1000","yes","yes","don't know","not sure","no","no","don't know","don't know","maybe","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"881",35,"male","united states","ny","no","yes","yes","sometimes","26-100","no","yes","yes","yes","no","no","yes","somewhat difficult","yes","no","no","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"882",35,"male","united states","ca","no","no","no","never","more than 1000","no","yes","don't know","no","no","don't know","don't know","don't know","yes","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"883",35,"male","united states","or","no","no","yes","rarely","100-500","no","yes","yes","not sure","don't know","yes","don't know","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"884",35,"male","united states","mi","no","no","no","na","26-100","no","no","don't know","not sure","no","don't know","don't know","don't know","no","no","yes","yes","no","no","no","no",1970-01-01,"11:37:58"
"885",35,"male","united states","ca","no","yes","no","na","more than 1000","no","yes","yes","no","yes","yes","yes","very easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"886",35,"male","united kingdom","na","no","no","no","sometimes","44372","no","yes","no","no","no","no","don't know","very difficult","maybe","maybe","some of them","yes","no","maybe","no","yes",1970-01-01,"11:37:58"
"887",35,"male","united states","ca","no","yes","yes","sometimes","100-500","no","yes","yes","yes","no","no","don't know","very difficult","maybe","maybe","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:37:58"
"888",35,"male","netherlands","na","no","yes","no","never","100-500","no","yes","yes","no","no","no","yes","don't know","yes","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"889",35,"female","united states","oh","no","no","yes","sometimes","100-500","no","yes","no","yes","no","no","don't know","don't know","yes","maybe","no","no","no","maybe","no","no",1970-01-01,"11:37:58"
"890",35,"male","united states","az","no","no","no","na","more than 1000","no","no","no","no","no","no","don't know","don't know","maybe","maybe","no","no","no","no","no","no",1970-01-01,"11:37:58"
"891",35,"male","united states","in","no","no","no","never","44372","no","yes","no","yes","no","no","yes","very easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"892",35,"male","united states","tn","yes","yes","no","na","44372","yes","yes","no","no","yes","yes","don't know","very easy","no","no","yes","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"893",35,"male","united states","mi","no","no","no","never","26-100","no","yes","yes","no","yes","don't know","don't know","don't know","no","no","some of them","some of them","maybe","maybe","yes","no",1970-01-01,"11:37:59"
